Group,Subgroup,Emoji,Title,DescribedBy,URL,Description,Codepoints Hex
foods_and_drinks,Drinks & Dishware,🧋,Bubble Tea,bubble-tea,/bubble-tea,"Bubble tea is a tea-based drink invented in Taiwan which typically contain tea, flavored milk, and sugar. Commonly served with tapioca pearls, also known as boba, in a plastic cup with a wide straw.",U+1F9CB
foods_and_drinks,Drinks & Dishware,🧃,Beverage Box,beverage-box,/beverage-box,"Originally proposed as Juice , this emoji can be used to talk about juice or other liquids that come in boxes with straws. It can also be used metaphorically to talk about power, energy, respect, or an elusive quality that makes someone special. While intended to be used to represent a broad selection of juices and other liquids, most vendors' designs feature a 🍎 Red Apple symbol. 🍇 Grapes , 🍊Tangerine , 🍑 Peach , 🍒 Cherries , 🍐 Pear , and a 🌞 Sun with Face across other more distinct designs.",U+1F9C3
foods_and_drinks,Drinks & Dishware,🧉,Mate,mate,/mate,"Mate is a caffeinated beverage popular in many South American countries. Green in color (from a key ingredient: the dried leaves of yerba mate ) and consumed via a metal straw. This drink is commonly referred to as yerba mate in English, and sometimes spelled maté (to distinguish from a mate, as in friend).",U+1F9C9
foods_and_drinks,Drinks & Dishware,🥢,Chopsticks,chopsticks,/chopsticks,"A pair of equal-length chopsticks, an eating utensil used throughout East Asia. Design and color vary widely by platform, though often red or wood-colored and with tips angled together. Featured in many platforms' Steaming Bowl of Food and Takeout Box . A counterpart to utensils such as Fork and Knife and Spoon .",U+1F962
foods_and_drinks,Drinks & Dishware,🍽️,Fork and Knife with Plate,fork-and-knife-with-plate,/fork-and-knife-with-plate,"A silver fork and knife on either side of a white plate, as set for dinner or another meal. Often used more generally for eating and dining. May be paired with Spoon . This emoji tends to spike in popularity on Thanksgiving .","U+1F37D,U+FE0F"
foods_and_drinks,Drinks & Dishware,🍴,Fork and Knife,fork-and-knife,/fork-and-knife,"A silver fork to the left of a knife, silverware or cutlery used to eat a meal. Often used more generally for eating and dining. May be paired with Spoon or used with Fork and Knife With Plate .",U+1F374
foods_and_drinks,Drinks & Dishware,🥄,Spoon,spoon,/spoon,"A silver spoon, as used to eat soup, cereal, or ice cream as well as serve food or stir drinks. Positioned at various angles across platforms. May be paired with Fork and Knife , Fork and Knife With Plate , and Bowl With Spoon .",U+1F944
foods_and_drinks,Drinks & Dishware,🔪,Kitchen Knife,kitchen-knife,/kitchen-knife,"A knife with a long steel blade, as a chef uses to slice meat or vegetables. Depicted with a black or brown handle and positioned at a 45° angle, often with its point at the lower right. May be used for content concerning cooking and food preparation, but often represents various senses of cutting and stabbing. Its Unicode name, Hocho , means “kitchen knife” in Japanese and refers to a variety of knives used in Japan . Not to be confused with 🗡️ Dagger or ⚔️ Crossed Swords .",U+1F52A
foods_and_drinks,Drinks & Dishware,🫙,Jar,jar,/jar,"An empty glass jar. May be used to talk about jars or anything that comes in jars, from pickles to condiments to jellies to sauces. On TikTok , people often pair the jar emoji with prompts like ""fill this jar,"" asking commenters to add certain emojis in response (for example, hearts for ""fill this jar with hearts""). This is an engagement tactic to help boost a post’s reach, most commonly appearing on videos promoting charitable causes or fundraisers.",U+1FAD9
foods_and_drinks,Drinks & Dishware,🏺,Amphora,amphora,/amphora,"A tall, ceramic jar with two handles and a narrow neck and foot. Represents an amphora , as used by ancient Greeks and Romans to hold water and wine. Generally depicted as brownish-red earthenware ornamented with black and a Greek meander pattern. May represent containers like vases, pottery, museums, history, and antiquity. May also be used in relation to the zodiac sign of Aquarius , the Water-Bearer. Not to be confused with ⚱️ Funeral Urn .",U+1F3FA
activity,Events & Celebrations,🎃,Jack-O-Lantern,jack-o-lantern,/jack-o-lantern,An orange pumpkin carved into the shape of a face and commonly known as a Jack-o’-lantern . The number and shape of its carved teeth vary by vendor. This emoji has consistently been the most popular emoji used to encapsulate Halloween during the month of October. This emoji predates the inclusion of emojis within Unicode . It was first added to early Japanese emoji keyboards in 2003 by au by KDDI .,U+1F383
activity,Events & Celebrations,🎄,Christmas Tree,christmas-tree,/christmas-tree,"A classic Christmas tree, an evergreen tree decorated with lights and ornaments to celebrate Christmas .  Depicted with round, variously colored ornaments and topped with a yellow star . Used for various content concerning the Christmas holiday and season as well as for wintertime more generally. Not to be confused with 🌲 Evergreen Tree , though their applications may overlap. Google and Samsung's trees were previously adorned with tinsel, Microsoft's previously lacked ornaments.",U+1F384
activity,Events & Celebrations,🎆,Fireworks,fireworks,/fireworks,"Firework emoji, showing a explosion of colored light in the night sky, used for any number of celebrations such as New Year's Eve . Colors vary by platform, and may include pink, purple, yellow, blue, and green.",U+1F386
activity,Events & Celebrations,🎇,Sparkler,sparkler,/sparkler,"A sparkler: a form of hand-held firework often used at parties and celebrations. The sparkler is lit at one end, and held at the other. Most platforms display this with the lit end held down, as is the style for senko hanabi (""incense-stick fireworks"") which is a traditional sparkler from from Japan.",U+1F387
activity,Events & Celebrations,🧨,Firecracker,firecracker,/firecracker,"A firecracker, as lit on Chinese New Year , New Year's Eve , or Independence Day . Depicted as a red tube with a burning fuse, sometimes lined with gold rings at its top and base. Often used with 🎆 Fireworks and 🎇 Sparkler for various celebrations and holidays. Also applied to figurative senses of fire , e.g., slang hot , on fire (“excellent”). While it may resemble a stick of dynamite on some platforms, several vendor designs, such as Google and Twitter's, suggest the emoji is modeled after traditional Chinese firecrackers, as are strung together and lit on such occasions as Chinese New Year .",U+1F9E8
activity,Events & Celebrations,✨,Sparkles,sparkles,/sparkles,"The glittering flashes of sparkles. One of the world's most popular emojis, it is generally depicted as a cluster of three, yellow four-point stars, with one large sparkle and two small ones to its left or right. Commonly used to indicate various positive sentiments, including love, happiness, beauty, gratitude, and excitement, as well as newness or cleanliness. May also be used as a form of ✨emphasis✨ or to convey sarcastic or mocking tones . As of late 2023, an icon similar to the sparkles emoji is also often used within tech platforms to represent a feature that utilizes artificial intelligence. Both Microsoft and Twitter’s sparkles were previously multicolored, while Samsung’s sparkles were previously depicted on a night sky, suggesting firework sparklers . Twitter's mobile app uses ✨ Sparkles as a button users can tap to toggle between latest and top tweets on their timeline. Similar emojis with less implied meaning include ⭐ Star , 🌟 Glowing Star , and 💫 Dizzy . This emoji predates emojis inclusion within Unicode . The earliest incarnation of this emoji could be found in Japanese emoji keyboards in 1999 , specifically within the Docomo emoji set designed by Shigetaka Kurita.",U+2728
activity,Events & Celebrations,🎈,Balloon,balloon,/balloon,"A balloon on a string, as decorates a birthday party. Generally depicted in red, though WhatsApp’s is pink and Google’s orangish-red. Commonly used to convey congratulations and celebration, especially when wishing someone a happy birthday. Microsoft and Samsung's balloons were previously blue; SoftBank's was shown floating in the sky.",U+1F388
activity,Events & Celebrations,🎉,Party Popper,party-popper,/party-popper,"A party popper, as explodes in a shower of confetti and streamers at a celebration. Generally depicted as a gold party hat, striped on some platforms, at a 45° angle, with multicolored confetti and streamers coming from its opening at the upper right. Twitter’s cone is red. Like 🎊 Confetti Ball , commonly used to convey congratulations and celebration, as on New Year’s Eve , birthdays , wedding days , graduations , and other special occasions or good times more generally.",U+1F389
activity,Events & Celebrations,🎊,Confetti Ball,confetti-ball,/confetti-ball,"A golden ball, split in two halves in a shower of multicolored confetti and streamers. Like 🎉 Party Popper , commonly used to convey congratulations and celebration, as on New Year’s Eve , birthdays , wedding days , graduations , and other special occasions or good times more generally. Its design across platforms—and inclusion in early sets from au by KDDI —suggest the emoji is a Japanese kusudama , a decorative ball used at such festive occasions as opening ceremonies.",U+1F38A
activity,Events & Celebrations,🎋,Tanabata Tree,tanabata-tree,/tanabata-tree,"A Tanabata tree, a type of wish tree on which people hang wishes written on paper and other decorations during Tanabata , a Japanese festival celebrating two heavenly lovers. Depicted as one or two stalks of green bamboo, on which hangs one or more slips of paper, generally red. Often used to represent various plants or as a green accent color. Apple’s design includes a yellow star decoration. Microsoft’s design previously displayed a green branch with three, variously colored pieces of paper.",U+1F38B
activity,Events & Celebrations,🎍,Pine Decoration,pine-decoration,/pine-decoration,"A Japanese kadomatsu , composed of pine leaves and bamboo shoots. Traditionally placed outside homes in Japan around the New Year to welcome spirits for a plentiful, happy year ahead. Depicted as three shoots of bamboo , arranged vertically at different heights in a wooden container, arrayed with pine leaves. Often used to represent various plants or as a green accent color. WhatsApp’s kadomatsu is adorned with red berries, as is Facebook’s, which also includes pink cherry blossoms .",U+1F38D
activity,Events & Celebrations,🎎,Japanese Dolls,japanese-dolls,/japanese-dolls,"Ornamental Japanese Emperor and Empress dolls, as displayed in celebration of Hinamatsuri on March 3 in Japan (Girls’ or Dolls’ Day). Generally depicted as a Japanese Emperor (left, in blue, holding a scepter) and Empress (right, in red, holding a fan) in ceremonial court dress and seated on a tatami. When not applied to Hinamatsuri , sometimes used to represent Japan, dolls, a pair of people (as a couple or two friends), and for various idiosyncratic purposes.",U+1F38E
activity,Events & Celebrations,🎏,Carp Streamer,carp-streamer,/carp-streamer,"Japanese koinobori , decorative, carp-shaped windsocks flown in celebration of Children’s Day on May 5 in Japan. Generally depicted as a blue and red stylized carp fish on a golden pole. When not applied to Children’s Day, used for various idiosyncratic purposes. SoftBank’s design resembles more traditional koinobori .",U+1F38F
activity,Events & Celebrations,🎐,Wind Chime,wind-chime,/wind-chime,"A Japanese wind chime . Depicted as a glass bell with a strip of paper suspended from its clapper, often decorated with cherry blossom -like flowers. Occasionally used for content concerning various senses of wind and chime . Thanks to its appearance, often used to represent jellyfish.",U+1F390
activity,Events & Celebrations,🎑,Moon Viewing Ceremony,moon-viewing-ceremony,/moon-viewing-ceremony,"Moon Viewing Ceremonies (called Tsukimi in Japan) are held each year in autumn to celebrate the full moon and waxing moon in Japan. This symbol shows Japanese pampas grass and dango (sweet dessert food) which are used in the ceremony, as well as the moon in the background.",U+1F391
activity,Events & Celebrations,🧧,Red Envelope,red-envelope,/red-envelope,"A red envelope, as gifted with money on Chinese New Year or on other joyous occasions, such as weddings , in Chinese and some other Asian cultures around the world. Depicted as a red, vertical envelope with a gold design, typically featuring the Chinese character 福 ( fú , “good fortune, luck, happiness""). Google’s design previously featured the character upside down, indicating “good luck arrives.” Often used to celebrate and wish good fortune on Chinese New Year (Lunar New Year, Spring Festival). Also used to represent gifts, celebration, Chinese culture, and the color red more generally.",U+1F9E7
activity,Events & Celebrations,🎁,Wrapped Gift,wrapped-gift,/wrapped-gift,"A present or gift in a box tied with a bow, as given on a birthday or Christmas . Box and ribbon color vary across platforms, but commonly depicted as a gold box with a lid wrapped with a red ribbon. Commonly used to represent gifts and presents on various holidays, celebrations, and special occasions. Samsung’s design features a red ribbon tied around a blue box with white dots. WhatsApp’s present is wrapped with blue paper and red ribbon.",U+1F381
activity,Events & Celebrations,🎟️,Admission Tickets,admission-tickets,/admission-tickets,"A ticket or tickets to an event that may say ""Admit One"" on the front. Shown in pink or yellow on most platforms.","U+1F39F,U+FE0F"
activity,Events & Celebrations,🎫,Ticket,ticket,/ticket,"A paper ticket, which may be for a theatre show, sporting event, or other ticketed performance. Shown in blue, yellow or grey on most platforms.",U+1F3AB
activity,Events & Celebrations,🏮,Red Paper Lantern,red-paper-lantern,/red-paper-lantern,"A red paper lantern, as hangs outside an izakaya , a Japanese bar that serves drinks and casual food. Generally depicted as cylindrical with a black top and base and soft, orange glow. May be used to represent various lights and lanterns as well as for its red color.",U+1F3EE
activity,Events & Celebrations,🪔,Diya Lamp,diya-lamp,/diya-lamp,"A lamp made of brass or clay, displayed with a lit wick leading into oil or ghee. Commonly used in Hindu, Sikh, Jain and Zoroastrian religious festivals such as Diwali .",U+1FA94
activity,Sports & Awards,🎖️,Military Medal,military-medal,/military-medal,A ribbon and medallion generally awarded to a person in the military for heroic acts.,"U+1F396,U+FE0F"
activity,Sports & Awards,🏆,Trophy,trophy,/trophy,"A trophy given as an recognition of achievement, usually in sports. The trophy emoji is a gold cup, with a engraving on the bottom detailing the award. In Snapchat , the trophy provides access to the Trophy Case for unlocking emoji achievements .",U+1F3C6
activity,Sports & Awards,🏅,Sports Medal,sports-medal,/sports-medal,"A gold medal, given to a person who has won a sporting event, such as a race. Usually shown as a circular medal with an embedded ⭐ Star design attached to a colorful ribbon. Distinctly, Huawei's design contains the text ""FUTURE STAR"" at the bottom of its unique medal shape. Not to be confused with the 🎖️ Military Medal emoji.",U+1F3C5
activity,Sports & Awards,🥇,1st Place Medal,1st-place-medal,/1st-place-medal,"A gold medal, given to the person or team who comes first in a competitive sporting event such as a race.",U+1F947
activity,Sports & Awards,🥈,2nd Place Medal,2nd-place-medal,/2nd-place-medal,"A silver medal, given to the person or team who comes second in a competitive sporting event such as a race.",U+1F948
activity,Sports & Awards,🥉,3rd Place Medal,3rd-place-medal,/3rd-place-medal,"A bronze medal, given to the person or team who comes third in a competitive sporting event such as a race.",U+1F949
activity,Sports & Awards,⚽,Soccer Ball,soccer-ball,/soccer-ball,"A round, black and white ball used in the game of soccer , which is known as football in much of the world. See also: emojis for the World Cup .",U+26BD
activity,Sports & Awards,⚾,Baseball,baseball,/baseball,"A white baseball, with regulation red stitching. Used in the game of the same name, baseball .",U+26BE
activity,Sports & Awards,🥎,Softball,softball,/softball,"A softball, which is differentiated from a baseball by size (it is larger, though hard to tell in emoji form) and color (yellow, not white).",U+1F94E
activity,Sports & Awards,🏀,Basketball,basketball,/basketball,"An orange-colored basketball. Originally intended to display as a basketball and a hoop, as per previous designs by Google , Samsung , and Microsoft . This emoji can be sent on Facebook Messenger to unlock a hidden basketball game .",U+1F3C0
activity,Sports & Awards,🏐,Volleyball,volleyball,/volleyball,"A volleyball emoji, showing the round ball used in the sport. Played as part of the Summer Olympic Games .",U+1F3D0
activity,Sports & Awards,🏈,American Football,american-football,/american-football,"The oval ball used in the game of American football , known as gridiron in some countries.",U+1F3C8
activity,Sports & Awards,🏉,Rugby Football,rugby-football,/rugby-football,"The oval-shaped ball used in the game of rugby . Varies slightly in shape in the two main versions of the game: rugby union and rugby league . The appearance of this emoji varies, with a brown leather appearance in Apple and Google’s imagery, but a more popular white-with-highlight color in Twitter’s design.",U+1F3C9
activity,Sports & Awards,🎾,Tennis,tennis,/tennis,"A tennis racket (racquet) with a tennis ball. Only a ball is shown on certain platforms, including Apple, Twitter, and WhatsApp.",U+1F3BE
activity,Sports & Awards,🥏,Flying Disc,flying-disc,/flying-disc,"A flying disc, more commonly known as a frisbee. Used in the sport of Ultimate or disc golf .",U+1F94F
activity,Sports & Awards,🎳,Bowling,bowling,/bowling,"Ten-pin bowling emoji, showing a bowling ball and pins.",U+1F3B3
activity,Sports & Awards,🏏,Cricket Game,cricket-game,/cricket-game,"A cricket bat, with a cricket ball also shown. May be displayed with a wicket present.",U+1F3CF
activity,Sports & Awards,🏑,Field Hockey,field-hockey,/field-hockey,"A hockey stick and ball, used in the sport of field hockey. Not to be confused with the ice hockey stick and puck .",U+1F3D1
activity,Sports & Awards,🏒,Ice Hockey,ice-hockey,/ice-hockey,"A hockey stick and puck, used in the sport of ice hockey. Not to be confused with the field hockey stick and ball .",U+1F3D2
activity,Sports & Awards,🥍,Lacrosse,lacrosse,/lacrosse,"A stick and ball used in the sport of lacrosse. The ball is usually depicted as either orange or white, while the stick's color varies across emoji designs.",U+1F94D
activity,Sports & Awards,🏓,Ping Pong,ping-pong,/ping-pong,A paddle and ping pong ball used in the sport of table tennis.,U+1F3D3
activity,Sports & Awards,🏸,Badminton,badminton,/badminton,"A racquet and shuttlecock used in the sport of badminton. The racquet is generally depicted as blue, though Apple's racquet is yellow.",U+1F3F8
activity,Sports & Awards,🥊,Boxing Glove,boxing-glove,/boxing-glove,"A padded boxing glove, used in the sport of boxing. Usually red.",U+1F94A
activity,Sports & Awards,🥋,Martial Arts Uniform,martial-arts-uniform,/martial-arts-uniform,A white uniform used in marital arts such as judo or karate. Held together using a material belt. Known as keikogi in Japanese.,U+1F94B
activity,Sports & Awards,🥅,Goal Net,goal-net,/goal-net,A goal net where players score points in competitive sporting events. Generally depicted as a goal net used in either field hockey or ice hockey .,U+1F945
activity,Sports & Awards,⛳,Flag in Hole,flag-in-hole,/flag-in-hole,"A red, triangular flag shown sitting in the hole of a golf course green. Some versions of this emoji also include golf balls, with an early iOS design simply depicting a single golf ball. Android previously displayed this emoji as the head of a putter (golf club) hitting a golf ball, while Microsoft used to show a single triangular flag . Not to be confused with the Triangular Flag on Post emoji .",U+26F3
activity,Sports & Awards,⛸️,Ice Skate,ice-skate,/ice-skate,"A single ice skate used for ice skating. Shown in white and facing right on most platforms. In the sport of figure skating, a white ice skate is traditionally worn by women, and a black ice skate worn by men. This emoji doesn't define the color to be used, but no major vendor currently displays this as black.","U+26F8,U+FE0F"
activity,Sports & Awards,🎣,Fishing Pole,fishing-pole,/fishing-pole,A fishing rod (pole) with a fish caught on the end.,U+1F3A3
activity,Sports & Awards,🤿,Diving Mask,diving-mask,/diving-mask,"A diving mask with a snorkel, used for scuba diving or other underwater activities. Colors vary across platforms. 🥽 Goggles is similar in design, but used primarily to represent safety goggles rather than swimming goggles.",U+1F93F
activity,Sports & Awards,🎽,Running Shirt,running-shirt,/running-shirt,A singlet or running shirt. Shown with a sash.,U+1F3BD
activity,Sports & Awards,🎿,Skis,skis,/skis,"A pair of skis which are shown on some platforms alongside ski poles and/or ski boots. The color and design of the skis varies by platform, with some versions also showing the skis moving at speed. Distinct from the skier emoji which features a person skiing.",U+1F3BF
activity,Sports & Awards,🛷,Sled,sled,/sled,"A sled, otherwise known as a toboggan or sledge.",U+1F6F7
activity,Sports & Awards,🥌,Curling Stone,curling-stone,/curling-stone,"A curling stone used in the sport of curling. Generally depicted with a red handle, though WhatsApp's design features a blue handle.",U+1F94C
activity,Sports & Awards,🎯,Bullseye,direct-hit,/direct-hit,A dart board with dart hitting the center / bullseye region.,U+1F3AF
activity,Games & Culture,🪀,Yo-Yo,yo-yo,/yo-yo,"A round yo-yo with its string coming out. It appears in various colors and designs across platforms, occasionally with a ⭐ Star on its side. WhatsApp's yo-yo design displays the company's logo.",U+1FA80
activity,Games & Culture,🪁,Kite,kite,/kite,"A kite. Usually diamond-shaped with a tail, this emoji appears in various colors across platforms. This emoji typically sees a notable uptick in usage around the International Kite Festival ( Uttarayan ), celebrated from January 14 to January 15 mainly the Indian state of Gujarat . Unlike other vendors, Huawei's design is shaped like a bird of prey .",U+1FA81
activity,Games & Culture,🔫,Water Pistol,pistol,/pistol,"A squirt gun (water pistol), as used to spray water for fun. On major platforms, depicted as a green or orange toy gun with an orange tip and barrel pointed left. Google and Facebook’s designs include mounted reservoirs. Originally depicted as a classic handgun, as a revolver or other pistol. In 2016, Apple switched its design from weapon to toy; other major vendors followed suit by 2018. Deprecated emoji sets or smaller platforms still display the emoji as a handgun. In July 2024, X / Twitter updated this emoji's design to once again show a real firearm. In August 2024 the firearm's design was changed, and also made available for iOS platforms. Microsoft initially displayed the emoji as a toy ray gun before switching to a revolver, then squirt gun. Google once featured a blunderbuss .",U+1F52B
activity,Games & Culture,🎱,Pool 8 Ball,pool-8-ball,/pool-8-ball,"This emoji displays the black 8 ball on most platforms, which looks similar to the Magic 8-Ball toy. This is despite the fact that emoji was originally created intending to represent game of billiards, of which pool is a common version. Samsung previously displayed this emoji with a cue and triangular arrangement of colored balls, as did Google and Microsoft (sans cue).",U+1F3B1
activity,Games & Culture,🔮,Crystal Ball,crystal-ball,/crystal-ball,"A crystal ball , as a fortune teller or clairvoyant gazes into to tell the future. Depicted as a sparkling , purple or blue crystal orb resting on a stand. Commonly used for various content concerning magic, alternative spirituality, and (predicting) the future. May also be used for its shape or color more generally.",U+1F52E
activity,Games & Culture,🪄,Magic Wand,magic-wand,/magic-wand,"A wand with sparkles (✨ magic ✨) coming out of its end. Most platforms show a classic magician-style magic wand that's black with white tips. WhatsApp shows a golden magic wand tipped with a star, similar to the wand that Glenda the Good Witch uses in the 1939 film The Wizard of Oz .",U+1FA84
activity,Games & Culture,🎮,Video Game,video-game,/video-game,"A video game emoji, shown on major platforms as a console gamepad with D-pad , joysticks , and buttons.",U+1F3AE
activity,Games & Culture,🕹️,Joystick,joystick,/joystick,"A joystick , as used in playing classic arcade, computer, or video games. Generally depicted with a black base, red-knobbed control stick, and one or more red buttons. Commonly used for content concerning various types of gaming; occasionaly applied to aviation and aircraft. Google's base was previously blue, and Microsoft previously featured a more modern design.","U+1F579,U+FE0F"
activity,Games & Culture,🎰,Slot Machine,slot-machine,/slot-machine,A gambling machine generally found in casinos. Shows three wheels with a lever to the side. Most platforms display three 7 digits on this emoji.,U+1F3B0
activity,Games & Culture,🎲,Game Die,game-die,/game-die,"A six-sided die, used in a range of board and turn-based games. Commonly called dice which refers to the plural of die . Most other platforms display this emoji as a single game die in white or red. LG showed two game dice in this emoji.",U+1F3B2
activity,Games & Culture,🧩,Puzzle Piece,puzzle-piece,/puzzle-piece,"A single piece of a jigsaw puzzle, shown with two tabs and two blanks. Usually shown as a plain green puzzle piece, though color and imagery does vary.",U+1F9E9
activity,Games & Culture,🪅,Piñata,pinata,/pinata,"A colorful decorated container that comes in many shapes, a piñata is filled with candy or toys. Hit to break open for celebrations such as Cinco de Mayo , this is generally associated with Mexico . Displayed as a donkey on some platforms, and as a three-dimensional star with 6–9 points on others.",U+1FA85
activity,Games & Culture,🪩,Mirror Ball,mirror-ball,/mirror-ball,"A mirror ball, also called a disco ball. A hanging sphere made up of a bunch of tiny mirrors, which reflect spots of light around a room, creating a party atmosphere.",U+1FAA9
activity,Games & Culture,🪆,Nesting Dolls,nesting-dolls,/nesting-dolls,"Nesting dolls, also called matryoshka dolls or Russian dolls, decorated with bright colors including red, yellow, blue, and green. All platforms depict the nesting dolls as open, revealing smaller dolls within the bases of larger dolls. Dolls are all decorated with women wearing headscarfs. Some platforms show a flower motif on the women's dresses or aprons.",U+1FA86
activity,Games & Culture,♠️,Spade Suit,spade-suit,/spade-suit,"A spade symbol emoji, which is used in card games for the spades suit. Apple's design previously displayed the black spade symbol on a white playing card. See the glossary for information on the term black in unicode character names.","U+2660,U+FE0F"
activity,Games & Culture,♥️,Heart Suit,heart-suit,/heart-suit,"A heart symbol emoji, used in card games for the hearts suit. In emoji form, this is most commonly used for love, affectiction, romance and positive intentions . Sometimes shown in a slightly darker shade of red than ❤️ Red Heart . Apple's design previously displayed the heart symbol on a white playing card. Note: the Unicode Character Database (UCD) name “Black Heart Suit” pre-dates color emoji, when the term referred to a solid, black ♥ heart suit character. See the glossary for information on the term black in Unicode character names.","U+2665,U+FE0F"
activity,Games & Culture,♦️,Diamond Suit,diamond-suit,/diamond-suit,"A diamond symbol emoji, which is used in card games for the diamonds suit. Apple's design previously displayed the red diamond symbol on a white playing card. See the glossary for information on the term black in unicode character names.","U+2666,U+FE0F"
activity,Games & Culture,♣️,Club Suit,club-suit,/club-suit,"A club symbol emoji, which is used in card games for the clubs suit. Apple's design previously displayed the black spade symbol on a white playing card. See the glossary for information on the term black in unicode character names.","U+2663,U+FE0F"
activity,Games & Culture,♟️,Chess Pawn,chess-pawn,/chess-pawn,A single black pawn used in the game of chess.,"U+265F,U+FE0F"
activity,Games & Culture,🃏,Joker,joker,/joker,"The joker in a deck of cards, usually appearing like a court jester .",U+1F0CF
activity,Games & Culture,🀄,Mahjong Red Dragon,mahjong-red-dragon,/mahjong-red-dragon,"The red dragon tile in the game of Japanese Mahjong . White, with red 中 character printed on it.",U+1F004
activity,Games & Culture,🎴,Flower Playing Cards,flower-playing-cards,/flower-playing-cards,"A type of cards known as hanafuda cards in Japan which are used for a range of different games that require associating pictures (there are no numbers on the cards). The artwork for this emoji shows the Full Moon with Red Sky card, but could theoretically display any of the available cards .",U+1F3B4
activity,Games & Culture,🎭,Performing Arts,performing-arts,/performing-arts,"Two masks often used on maps to indicate a theatre, these originate in Greek Theatre as masks of tragedy and comedy . One mask frowns, the other smiles. This emoji tends to spike in popularity around the Academy Awards (Oscars) ceremony.",U+1F3AD
activity,Games & Culture,🖼️,Framed Picture,framed-picture,/framed-picture,"A framed picture of a painting or photograph, as displayed in a gallery or on a household wall. Vendors feature various scenes, though generally a lush, sunny landscape of hills and mountains , in a gold frame. Commonly used for various content concerning art, museums, and interior design and decor. May also be used as an icon for a picture, as before an upload, link, or credit. Microsoft’s design previously showed Ninja Cat . An earlier Microsoft design featured the Mona Lisa , as did a previous Samsung design. Google's design previously displayed the scene depicted in its 🏞️ National Park emoji.","U+1F5BC,U+FE0F"
activity,Games & Culture,🎨,Artist Palette,artist-palette,/artist-palette,"A palette used by an artist when painting, to store and mix paint colors.",U+1F3A8
travel_and_places,Maps & Geography,🌍,Globe Showing Europe-Africa,globe-showing-europe-africa,/globe-showing-europe-africa,"A globe, showing the continents of Europe and Africa in green against blue ocean. May be used to represent various content concerning the European, African, and Atlantic regions. May also be used to represent Earth and international affairs more generally. See also 🌎 Globe Showing Americas and 🌏 Globe Showing Asia-Australia .",U+1F30D
travel_and_places,Maps & Geography,🌎,Globe Showing Americas,globe-showing-americas,/globe-showing-americas,"A globe, showing the continents of North and South America in green against blue ocean. May be used to represent various content concerning the North and South American regions as well Atlantic and Pacific regions. May also be used to represent Earth and international affairs more generally. See also 🌍 Globe Showing Europe-Africa and 🌏 Globe Showing Asia-Australia .",U+1F30E
travel_and_places,Maps & Geography,🌏,Globe Showing Asia-Australia,globe-showing-asia-australia,/globe-showing-asia-australia,"A globe, showing the continents of Asia and Australia in green against blue ocean. May be used to represent various content concerning the Asian, Australian, and Pacific regions. May also be used to represent Earth and international affairs more generally. See also 🌎 Globe Showing Americas and 🌍 Globe Showing Europe-Africa .",U+1F30F
travel_and_places,Maps & Geography,🌐,Globe with Meridians,globe-with-meridians,/globe-with-meridians,"A stylized globe, with blue meridians (longitudes) and latitude. Depicted with light-blue grid of lines on a white, blue, or empty circle. May be used as a symbol of the internet or world wide web, global communications, international affairs, connectivity and networks, time zones, coordinates, or the world more generally. May appear as an icon on Apple devices to change (language) keyboards. See also 🌎 Globe Showing Americas , 🌍 Globe Showing Europe-Africa , and 🌏 Globe Showing Asia-Australia .",U+1F310
travel_and_places,Maps & Geography,🗺️,World Map,world-map,/world-map,"A rectangular map of the world. Generally depicted as a paper map creased at its folds, Earth’s surface shown in green on blue ocean. Commonly represent maps, travel, exploration, and geography. May also represent various content concerning the world as a whole, e.g., global or international issues. Microsoft and Samsung’s design previously depicted outlines of the continents.","U+1F5FA,U+FE0F"
travel_and_places,Maps & Geography,🗾,Map of Japan,map-of-japan,/map-of-japan,"Shows a map of the country of Japan, which is the only country to have its own emoji map. Other countries can be found on the various globe emojis , or the world map emoji .",U+1F5FE
travel_and_places,Maps & Geography,🧭,Compass,compass,/compass,"A magnetic compass, as used for navigation. Generally depicted in a silver or gold case with a compass rose and a red-tipped needle. Commonly used for various content concerning traveling and exploring as well as metaphorical compasses (e.g., moral compass). Facebook’s markings include the initials of the four cardinal directions, north, south, east, and west. Not to be confused with various clock or timepiece emojis.",U+1F9ED
travel_and_places,Maps & Geography,🏔️,Snow-Capped Mountain,snow-capped-mountain,/snow-capped-mountain,A mountain with snow resting at higher altitudes. Similar in appearance to the Mount Fuji emoji.,"U+1F3D4,U+FE0F"
travel_and_places,Maps & Geography,⛰️,Mountain,mountain,/mountain,A mountain shown with two peaks and blue sky. Similar to the snow capped mountain emoji .,"U+26F0,U+FE0F"
travel_and_places,Maps & Geography,🌋,Volcano,volcano,/volcano,"A volcano, erupting with smoke and lava.",U+1F30B
travel_and_places,Maps & Geography,🗻,Mount Fuji,mount-fuji,/mount-fuji,Mount Fuji (called Fuji-san in Japan) is the largest mountain in Japan. Often seen with snow on the peak in colder months of the year. It is considered lucky in Japan to dream of Mt Fuji in the first dream of the new year .,U+1F5FB
travel_and_places,Maps & Geography,🏕️,Camping,camping,/camping,"A campsite featuring a tent and a tree , and perhaps a campfire. Similar to the tent emoji.","U+1F3D5,U+FE0F"
